user_id,name,age,education_level,field_of_study,experience_years,openness,conscientiousness,extraversion,agreeableness,neuroticism,technical_skill,data_reasoning_skill,communication_skill,problem_solving_skill,leadership_skill,creative_thinking_skill,interest_technology,interest_business,interest_creative,interest_health_social,interest_research_academic,preferred_work_style,preferred_environment,risk_tolerance,career_cluster
U00501,Daniel Sharma,26.0,Graduate,Computer Science,3 years,4.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,1.0,0.0,81.0,37.0,25.0,14.0,33.0,individual,flexible,high,Technology & Engineering
U00502,John Khan,23.0,High School,Biology,2 years,4.0,5.0,1.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,2.0,77.0,44.0,23.0,39.0,50.0,collaborative,flexible,medium,Technology & Engineering
U00503,Neha Patel,,Graduate,Design,3 years,4.0,3.0,3.0,4.0,3.0,1.0,2.0,1.0,,,2.0,68.0,69.0,,38.0,39.0,individual,flexible,high,Entrepreneurship & Freelance
U00504,Amit Miller,18.0,Graduate,Economics,0 years,3.0,3.0,1.0,5.0,2.0,3.0,3.0,2.0,4.0,,2.0,60.0,,37.0,53.0,37.0,individual,structured,low,Finance & Economics
U00505,Priya Das,40.0,Graduate,IT,3 years,5.0,5.0,2.0,2.0,1.0,2.0,3.0,4.0,3.0,3.0,4.0,75.0,60.0,54.0,38.0,36.0,collaborative,structured,high,Technology & Engineering
U00506,Joseph Singh,26.0,Undergraduate,Business,1 years,2.0,5.0,4.0,4.0,1.0,0.0,2.0,2.0,3.0,4.0,3.0,48.0,40.0,41.0,51.0,51.0,individual,structured,low,Education & Social Impact
U00507,Sara Sharma,28.0,High School,Computer Science,2 years,5.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,0.0,25.0,51.0,35.0,49.0,45.0,collaborative,structured,medium,Healthcare & Life Sciences
U00508,Rohan Singh,25.0,Graduate,Engineering,1 years,4.0,4.0,4.0,5.0,3.0,2.0,0.0,2.0,3.0,4.0,2.0,42.0,49.0,43.0,43.0,39.0,collaborative,flexible,low,Education & Social Impact
U00509,Rohan Miller,22.0,Graduate,IT,0 years,3.0,3.0,2.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,40.0,63.0,56.0,31.0,43.0,individual,flexible,medium,Education & Social Impact
U00510,John Khan,26.0,High School,Economics,3 years,4.0,3.0,1.0,3.0,3.0,2.0,0.0,3.0,4.0,1.0,4.0,31.0,52.0,79.0,24.0,38.0,collaborative,flexible,low,Design & Creative Media
U00511,Sara Wilson,23.0,Undergraduate,Economics,1 years,3.0,4.0,2.0,3.0,1.0,4.0,3.0,4.0,3.0,1.0,3.0,83.0,29.0,19.0,63.0,66.0,individual,flexible,medium,Technology & Engineering
U00512,John Iyer,18.0,Graduate,IT,0 years,5.0,3.0,2.0,3.0,1.0,0.0,3.0,1.0,4.0,3.0,1.0,25.0,52.0,90.0,30.0,63.0,individual,structured,medium,Design & Creative Media
U00513,Rahul Singh,27.0,Undergraduate,IT,2 years,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,60.0,64.0,61.0,41.0,43.0,individual,structured,high,Entrepreneurship & Freelance
U00514,Daniel Khan,27.0,Undergraduate,Design,0 years,4.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,3.0,2.0,3.0,25.0,63.0,28.0,27.0,70.0,individual,flexible,high,Education & Social Impact
U00515,Amit Brown,22.0,,Design,0 years,4.0,3.0,2.0,2.0,5.0,1.0,,4.0,4.0,2.0,2.0,46.0,42.0,15.0,66.0,38.0,collaborative,structured,medium,Healthcare & Life Sciences
U00516,Priya Brown,28.0,Graduate,Computer Science,3 years,2.0,5.0,2.0,2.0,2.0,2.0,1.0,2.0,5.0,3.0,2.0,47.0,46.0,9.0,46.0,50.0,individual,structured,high,Healthcare & Life Sciences
U00517,Amit Khan,24.0,Graduate,Business,2 years,3.0,4.0,1.0,4.0,4.0,2.0,2.0,2.0,4.0,1.0,3.0,53.0,85.0,22.0,54.0,59.0,collaborative,flexible,low,Business & Management
U00518,Sara Sharma,26.0,Undergraduate,Economics,2 years,4.0,5.0,4.0,3.0,4.0,2.0,2.0,1.0,3.0,2.0,2.0,34.0,75.0,35.0,41.0,20.0,individual,structured,high,Business & Management
U00519,Joseph Wilson,19.0,Undergraduate,Engineering,1 years,3.0,5.0,3.0,4.0,4.0,2.0,2.0,3.0,4.0,2.0,4.0,42.0,80.0,40.0,25.0,46.0,individual,structured,high,Business & Management
U00520,Rahul Miller,28.0,Graduate,Biology,2 years,4.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,0.0,59.0,81.0,37.0,34.0,49.0,individual,flexible,high,Finance & Economics
U00521,Rohan Das,28.0,Undergraduate,Psychology,3 years,3.0,4.0,4.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,38.0,31.0,74.0,9.0,63.0,individual,flexible,medium,Design & Creative Media
U00522,Neha Iyer,22.0,Graduate,Computer Science,2 years,3.0,2.0,1.0,2.0,2.0,3.0,2.0,4.0,5.0,3.0,2.0,75.0,62.0,54.0,42.0,55.0,individual,flexible,low,Entrepreneurship & Freelance
U00523,John Singh,25.0,High School,Business,1 years,3.0,4.0,3.0,3.0,1.0,2.0,3.0,4.0,2.0,2.0,2.0,58.0,79.0,30.0,48.0,38.0,individual,flexible,high,Business & Management
U00524,Sara Wilson,20.0,Undergraduate,IT,1 years,5.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,2.0,28.0,30.0,65.0,52.0,32.0,collaborative,flexible,medium,Education & Social Impact
U00525,Priya Nair,23.0,High School,Computer Science,1 years,5.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,3.0,3.0,4.0,27.0,71.0,34.0,34.0,56.0,individual,structured,low,Business & Management
U00526,Daniel Patel,23.0,High School,Business,2 years,3.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,4.0,2.0,2.0,37.0,55.0,32.0,61.0,17.0,collaborative,structured,high,Education & Social Impact
U00527,Daniel Nair,21.0,Graduate,Biology,1 years,4.0,5.0,1.0,3.0,1.0,2.0,2.0,4.0,4.0,4.0,3.0,30.0,25.0,87.0,17.0,64.0,individual,structured,medium,Design & Creative Media
U00528,Neha Patel,23.0,High School,Psychology,3 years,3.0,4.0,3.0,3.0,2.0,2.0,1.0,1.0,5.0,3.0,3.0,56.0,42.0,48.0,42.0,29.0,individual,structured,high,Healthcare & Life Sciences
U00529,Amit Brown,29.0,Undergraduate,IT,2 years,3.0,4.0,2.0,4.0,1.0,0.0,2.0,2.0,4.0,1.0,4.0,46.0,47.0,40.0,55.0,74.0,individual,flexible,medium,Education & Social Impact
U00530,Sara Das,26.0,Graduate,Psychology,4 years,3.0,3.0,1.0,4.0,3.0,2.0,3.0,4.0,2.0,2.0,3.0,40.0,72.0,50.0,20.0,40.0,individual,structured,low,Business & Management
U00531,Daniel Nair,24.0,Graduate,IT,1 years,4.0,3.0,4.0,3.0,3.0,2.0,1.0,0.0,4.0,3.0,3.0,32.0,35.0,100.0,17.0,56.0,individual,flexible,high,Design & Creative Media
U00532,Rahul Nair,22.0,Graduate,Psychology,1 years,3.0,3.0,3.0,5.0,3.0,3.0,2.0,3.0,5.0,2.0,2.0,39.0,75.0,12.0,46.0,32.0,collaborative,flexible,low,Business & Management
U00533,Sara Iyer,19.0,Undergraduate,Economics,1 years,2.0,3.0,4.0,2.0,1.0,2.0,3.0,1.0,4.0,3.0,0.0,42.0,58.0,41.0,58.0,62.0,individual,flexible,low,Education & Social Impact
U00534,Sara Sharma,24.0,Undergraduate,Psychology,1 years,3.0,3.0,3.0,3.0,1.0,4.0,3.0,2.0,4.0,4.0,0.0,59.0,60.0,34.0,41.0,54.0,collaborative,structured,low,Finance & Economics
U00535,Anika Khan,22.0,Graduate,IT,0 years,3.0,4.0,4.0,2.0,4.0,1.0,2.0,2.0,4.0,3.0,1.0,28.0,51.0,69.0,27.0,75.0,individual,flexible,high,Education & Social Impact
U00536,Joseph Wilson,30.0,Undergraduate,IT,1 years,3.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,45.0,77.0,37.0,47.0,44.0,individual,flexible,high,Business & Management
U00537,Rahul Wilson,24.0,Graduate,Economics,2 years,5.0,4.0,3.0,5.0,3.0,3.0,2.0,1.0,5.0,3.0,2.0,42.0,41.0,37.0,31.0,64.0,collaborative,flexible,low,Healthcare & Life Sciences
U00538,Rahul Iyer,23.0,High School,Economics,1 years,3.0,4.0,3.0,4.0,1.0,0.0,2.0,4.0,2.0,4.0,3.0,34.0,36.0,71.0,54.0,33.0,collaborative,flexible,medium,Design & Creative Media
U00539,Priya Patel,21.0,Graduate,IT,2 years,2.0,2.0,2.0,4.0,3.0,1.0,4.0,2.0,3.0,2.0,3.0,46.0,57.0,20.0,36.0,51.0,individual,flexible,high,Healthcare & Life Sciences
U00540,Rahul Wilson,25.0,Undergraduate,Computer Science,2 years,4.0,3.0,4.0,4.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,44.0,82.0,29.0,48.0,35.0,individual,flexible,high,Business & Management
U00541,Amit Iyer,23.0,Graduate,Psychology,2 years,4.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,4.0,4.0,67.0,53.0,33.0,46.0,37.0,individual,structured,medium,Technology & Engineering
U00542,Daniel Nair,26.0,Graduate,Psychology,2 years,3.0,2.0,1.0,4.0,3.0,3.0,2.0,1.0,3.0,4.0,2.0,46.0,69.0,43.0,33.0,60.0,collaborative,flexible,high,Business & Management
U00543,Amit Iyer,26.0,Undergraduate,Computer Science,1 years,3.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,4.0,,3.0,,5.0,37.0,18.0,,individual,flexible,low,Healthcare & Life Sciences
U00544,Rahul Das,23.0,Graduate,Design,3 years,4.0,4.0,3.0,4.0,2.0,5.0,2.0,3.0,2.0,3.0,3.0,96.0,24.0,28.0,52.0,50.0,individual,structured,medium,Technology & Engineering
U00545,Amit Sharma,24.0,Undergraduate,Psychology,1 years,3.0,5.0,2.0,4.0,,1.0,3.0,3.0,5.0,1.0,3.0,31.0,81.0,49.0,8.0,41.0,,flexible,medium,Business & Management
U00546,Anika Sharma,22.0,High School,Biology,1 years,4.0,5.0,2.0,4.0,3.0,2.0,0.0,4.0,4.0,3.0,2.0,35.0,43.0,19.0,14.0,35.0,collaborative,flexible,medium,Healthcare & Life Sciences
U00547,Sara Iyer,25.0,Undergraduate,Computer Science,1 years,2.0,3.0,2.0,3.0,5.0,4.0,4.0,4.0,3.0,1.0,1.0,58.0,74.0,27.0,33.0,41.0,collaborative,structured,medium,Business & Management
U00548,Rohan Das,24.0,Undergraduate,Economics,2 years,3.0,4.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,2.0,3.0,60.0,51.0,39.0,47.0,28.0,individual,flexible,high,Healthcare & Life Sciences
U00549,John Iyer,24.0,Undergraduate,Engineering,1 years,4.0,4.0,3.0,3.0,3.0,1.0,2.0,4.0,4.0,2.0,4.0,46.0,53.0,72.0,40.0,41.0,individual,flexible,medium,Entrepreneurship & Freelance
U00550,Daniel Nair,20.0,Undergraduate,IT,2 years,4.0,2.0,2.0,3.0,3.0,0.0,3.0,3.0,3.0,2.0,2.0,27.0,45.0,42.0,64.0,59.0,collaborative,structured,medium,Education & Social Impact
U00551,Sara Singh,26.0,Undergraduate,Psychology,2 years,2.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,4.0,3.0,2.0,42.0,56.0,47.0,59.0,36.0,collaborative,structured,high,Education & Social Impact
U00552,John Sharma,23.0,Undergraduate,Economics,2 years,2.0,4.0,1.0,5.0,3.0,2.0,2.0,2.0,4.0,3.0,2.0,51.0,71.0,47.0,40.0,46.0,individual,structured,medium,Entrepreneurship & Freelance
U00553,Daniel Miller,24.0,High School,Design,2 years,2.0,2.0,2.0,5.0,5.0,4.0,2.0,1.0,1.0,2.0,2.0,68.0,83.0,32.0,26.0,30.0,collaborative,structured,low,Finance & Economics
U00554,John Singh,24.0,High School,Design,2 years,4.0,2.0,3.0,4.0,1.0,1.0,2.0,2.0,5.0,3.0,2.0,34.0,50.0,37.0,26.0,55.0,individual,flexible,low,Education & Social Impact
U00555,Rohan Iyer,26.0,Graduate,Computer Science,2 years,5.0,3.0,4.0,3.0,1.0,1.0,2.0,2.0,4.0,3.0,1.0,56.0,61.0,37.0,25.0,33.0,individual,flexible,medium,Entrepreneurship & Freelance
U00556,Daniel Miller,28.0,Undergraduate,Business,2 years,4.0,2.0,4.0,5.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,41.0,56.0,27.0,55.0,33.0,collaborative,flexible,low,Healthcare & Life Sciences
U00557,Anika Das,21.0,Undergraduate,Engineering,2 years,4.0,4.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,4.0,4.0,66.0,78.0,55.0,51.0,67.0,individual,flexible,medium,Entrepreneurship & Freelance
U00558,Amit Iyer,24.0,High School,Engineering,1 years,2.0,3.0,3.0,4.0,3.0,2.0,1.0,2.0,3.0,2.0,3.0,79.0,66.0,52.0,36.0,46.0,collaborative,structured,low,Entrepreneurship & Freelance
U00559,Daniel Sharma,21.0,Undergraduate,Economics,2 years,4.0,4.0,3.0,4.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,18.0,54.0,30.0,42.0,48.0,collaborative,structured,high,Education & Social Impact
U00560,Neha Khan,26.0,Undergraduate,Economics,3 years,2.0,3.0,2.0,4.0,3.0,2.0,2.0,1.0,4.0,3.0,3.0,51.0,68.0,19.0,45.0,29.0,individual,flexible,medium,Finance & Economics
U00561,Joseph Brown,29.0,Undergraduate,Biology,0 years,4.0,5.0,3.0,4.0,2.0,1.0,3.0,4.0,3.0,1.0,0.0,35.0,78.0,55.0,50.0,49.0,collaborative,structured,high,Business & Management
U00562,Sara Sharma,22.0,Graduate,Biology,1 years,5.0,4.0,1.0,3.0,2.0,2.0,3.0,2.0,3.0,4.0,2.0,63.0,73.0,40.0,35.0,46.0,individual,flexible,medium,Business & Management
U00563,Amit Iyer,25.0,High School,Business,2 years,3.0,2.0,5.0,3.0,3.0,1.0,2.0,2.0,4.0,0.0,3.0,33.0,83.0,29.0,27.0,40.0,collaborative,flexible,low,Business & Management
U00564,Rahul Brown,20.0,Undergraduate,Biology,1 years,2.0,2.0,4.0,2.0,2.0,3.0,2.0,2.0,4.0,4.0,1.0,58.0,47.0,51.0,40.0,32.0,collaborative,structured,medium,Entrepreneurship & Freelance
U00565,Anika Singh,22.0,Undergraduate,Engineering,0 years,4.0,5.0,1.0,3.0,3.0,5.0,2.0,2.0,4.0,2.0,0.0,85.0,55.0,36.0,24.0,37.0,individual,flexible,high,Technology & Engineering
U00566,Joseph Das,29.0,Graduate,Biology,2 years,4.0,4.0,2.0,3.0,2.0,3.0,4.0,4.0,2.0,3.0,3.0,61.0,68.0,59.0,20.0,28.0,collaborative,structured,medium,Finance & Economics
U00567,Daniel Singh,24.0,Graduate,Business,4 years,3.0,3.0,4.0,3.0,2.0,4.0,4.0,4.0,5.0,3.0,3.0,82.0,44.0,35.0,39.0,62.0,collaborative,flexible,medium,Technology & Engineering
U00568,Neha Sharma,28.0,Undergraduate,Biology,0 years,4.0,3.0,2.0,4.0,3.0,1.0,0.0,2.0,4.0,0.0,4.0,40.0,63.0,43.0,9.0,51.0,collaborative,structured,low,Education & Social Impact
U00569,Joseph Wilson,27.0,Graduate,Psychology,2 years,3.0,4.0,2.0,3.0,3.0,0.0,1.0,1.0,2.0,3.0,4.0,33.0,34.0,53.0,65.0,35.0,individual,structured,low,Education & Social Impact
U00570,Joseph Miller,22.0,Graduate,Biology,2 years,5.0,3.0,1.0,4.0,3.0,3.0,2.0,3.0,4.0,2.0,3.0,41.0,81.0,27.0,33.0,44.0,collaborative,flexible,medium,Finance & Economics
U00571,Joseph Khan,24.0,Graduate,Engineering,2 years,4.0,3.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,69.0,57.0,60.0,41.0,50.0,collaborative,structured,low,Entrepreneurship & Freelance
U00572,Sara Miller,24.0,Graduate,IT,3 years,4.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,46.0,56.0,53.0,41.0,40.0,individual,structured,medium,Entrepreneurship & Freelance
U00573,Neha Das,18.0,High School,Computer Science,0 years,5.0,4.0,4.0,3.0,4.0,3.0,4.0,1.0,4.0,3.0,2.0,87.0,40.0,29.0,31.0,57.0,collaborative,structured,low,Technology & Engineering
U00574,Rohan Wilson,22.0,Undergraduate,Design,2 years,5.0,2.0,4.0,5.0,3.0,3.0,4.0,2.0,4.0,1.0,3.0,59.0,80.0,40.0,28.0,37.0,individual,flexible,medium,Finance & Economics
U00575,Rahul Patel,29.0,High School,Computer Science,1 years,4.0,3.0,2.0,5.0,2.0,0.0,1.0,0.0,3.0,2.0,3.0,28.0,58.0,58.0,51.0,41.0,collaborative,flexible,medium,Education & Social Impact
U00576,Rahul Miller,24.0,Graduate,Engineering,0 years,3.0,3.0,3.0,5.0,3.0,0.0,1.0,3.0,4.0,2.0,3.0,22.0,30.0,91.0,24.0,53.0,individual,structured,high,Design & Creative Media
U00577,Daniel Wilson,19.0,Graduate,Biology,1 years,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,5.0,49.0,35.0,35.0,34.0,42.0,collaborative,flexible,high,Healthcare & Life Sciences
U00578,Neha Miller,20.0,Undergraduate,Psychology,1 years,5.0,4.0,1.0,5.0,4.0,2.0,3.0,2.0,3.0,4.0,2.0,26.0,79.0,39.0,57.0,45.0,collaborative,structured,medium,Business & Management
U00579,Joseph Miller,15.0,Undergraduate,Computer Science,0 years,4.0,3.0,4.0,4.0,3.0,4.0,2.0,2.0,4.0,2.0,4.0,82.0,48.0,35.0,55.0,50.0,collaborative,flexible,medium,Technology & Engineering
U00580,John Khan,24.0,High School,Computer Science,1 years,3.0,4.0,2.0,3.0,4.0,2.0,3.0,4.0,4.0,2.0,3.0,81.0,24.0,31.0,64.0,35.0,collaborative,structured,medium,Technology & Engineering
U00581,Sara Patel,23.0,Graduate,Psychology,1 years,3.0,3.0,3.0,4.0,3.0,0.0,1.0,2.0,4.0,2.0,3.0,51.0,35.0,30.0,32.0,84.0,collaborative,structured,medium,Healthcare & Life Sciences
U00582,Sara Das,22.0,Graduate,Biology,3 years,2.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,5.0,3.0,3.0,80.0,35.0,25.0,45.0,27.0,collaborative,flexible,medium,Technology & Engineering
U00583,Amit Patel,21.0,Undergraduate,IT,3 years,5.0,4.0,4.0,3.0,,3.0,3.0,3.0,3.0,,2.0,37.0,69.0,,,34.0,collaborative,flexible,medium,Business & Management
U00584,Sara Brown,21.0,High School,Business,1 years,2.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,3.0,2.0,16.0,54.0,33.0,25.0,45.0,individual,structured,low,Education & Social Impact
U00585,Amit Iyer,23.0,Graduate,Computer Science,0 years,4.0,4.0,1.0,5.0,1.0,5.0,3.0,3.0,2.0,2.0,3.0,79.0,34.0,25.0,56.0,45.0,individual,structured,low,Technology & Engineering
U00586,Joseph Wilson,,Undergraduate,Engineering,1 years,3.0,4.0,1.0,2.0,4.0,2.0,2.0,4.0,2.0,3.0,3.0,51.0,37.0,39.0,45.0,58.0,collaborative,flexible,high,Technology & Engineering
U00587,Rohan Patel,22.0,High School,Biology,2 years,3.0,2.0,1.0,2.0,4.0,1.0,3.0,2.0,3.0,4.0,2.0,66.0,65.0,53.0,74.0,23.0,collaborative,structured,high,Entrepreneurship & Freelance
U00588,John Wilson,27.0,High School,IT,2 years,3.0,5.0,1.0,3.0,1.0,2.0,0.0,3.0,3.0,2.0,3.0,32.0,29.0,100.0,32.0,11.0,individual,flexible,medium,Design & Creative Media
U00589,Anika Singh,21.0,Undergraduate,IT,0 years,4.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,53.0,82.0,43.0,57.0,35.0,individual,flexible,medium,Business & Management
U00590,Joseph Patel,21.0,Graduate,Computer Science,0 years,4.0,2.0,3.0,3.0,4.0,1.0,1.0,4.0,5.0,2.0,3.0,37.0,53.0,42.0,59.0,16.0,individual,flexible,medium,Education & Social Impact
U00591,,22.0,Graduate,Design,2 years,4.0,5.0,4.0,3.0,4.0,1.0,,4.0,5.0,,2.0,,53.0,33.0,,27.0,individual,structured,,Education & Social Impact
U00592,Amit Miller,22.0,Graduate,IT,1 years,4.0,3.0,,3.0,2.0,2.0,3.0,3.0,3.0,1.0,2.0,37.0,36.0,68.0,27.0,66.0,collaborative,structured,low,Design & Creative Media
U00593,Neha Khan,28.0,High School,Economics,1 years,4.0,2.0,4.0,4.0,3.0,2.0,4.0,2.0,4.0,3.0,3.0,73.0,47.0,34.0,26.0,31.0,individual,structured,low,Technology & Engineering
U00594,Daniel Brown,19.0,Graduate,Computer Science,1 years,5.0,4.0,2.0,4.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,32.0,52.0,79.0,32.0,58.0,individual,flexible,high,Design & Creative Media
U00595,Rohan Patel,27.0,Undergraduate,Design,1 years,4.0,2.0,4.0,5.0,3.0,0.0,2.0,3.0,3.0,4.0,3.0,37.0,80.0,31.0,37.0,36.0,collaborative,flexible,medium,Business & Management
U00596,Priya Brown,27.0,Graduate,Business,4 years,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,1.0,3.0,35.0,56.0,37.0,33.0,22.0,collaborative,structured,medium,Education & Social Impact
U00597,John Das,18.0,Graduate,Engineering,0 years,2.0,4.0,2.0,3.0,2.0,0.0,3.0,1.0,3.0,1.0,3.0,36.0,41.0,41.0,65.0,43.0,individual,structured,high,Education & Social Impact
U00598,Neha Miller,23.0,Graduate,Business,1 years,2.0,3.0,3.0,5.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,45.0,84.0,34.0,35.0,69.0,individual,structured,medium,Finance & Economics
,,28.0,Undergraduate,Computer Science,2 years,1.0,5.0,3.0,,4.0,4.0,3.0,4.0,5.0,3.0,1.0,51.0,78.0,30.0,21.0,20.0,collaborative,structured,low,Finance & Economics
U00600,Daniel Singh,21.0,Undergraduate,IT,2 years,5.0,4.0,4.0,3.0,1.0,1.0,1.0,2.0,4.0,3.0,3.0,37.0,25.0,30.0,40.0,63.0,collaborative,structured,high,Healthcare & Life Sciences
U00601,Rahul Patel,22.0,Graduate,Biology,2 years,4.0,4.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,37.0,45.0,41.0,41.0,48.0,collaborative,flexible,high,Education & Social Impact
U00602,Rahul Sharma,23.0,High School,Business,3 years,3.0,3.0,1.0,4.0,1.0,2.0,2.0,3.0,3.0,2.0,4.0,57.0,69.0,27.0,64.0,41.0,individual,structured,low,Finance & Economics
U00603,Rohan Nair,21.0,Graduate,Psychology,1 years,3.0,3.0,1.0,2.0,2.0,4.0,3.0,2.0,5.0,4.0,2.0,73.0,31.0,41.0,36.0,39.0,collaborative,flexible,low,Technology & Engineering
U00604,Rohan Nair,21.0,High School,Engineering,1 years,4.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,4.0,3.0,47.0,67.0,35.0,59.0,49.0,individual,flexible,high,Finance & Economics
U00605,Priya Brown,26.0,Graduate,Computer Science,2 years,5.0,2.0,3.0,4.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,90.0,31.0,26.0,59.0,54.0,collaborative,structured,high,Technology & Engineering
U00606,Rohan Singh,24.0,Graduate,IT,2 years,3.0,4.0,2.0,4.0,1.0,3.0,3.0,2.0,3.0,2.0,1.0,85.0,39.0,17.0,27.0,50.0,individual,structured,high,Technology & Engineering
U00607,Rahul Singh,22.0,Graduate,Business,1 years,3.0,4.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,4.0,21.0,56.0,82.0,40.0,28.0,collaborative,structured,high,Design & Creative Media
U00608,Neha Wilson,21.0,High School,Business,1 years,2.0,3.0,2.0,5.0,1.0,2.0,2.0,1.0,4.0,2.0,0.0,46.0,33.0,24.0,50.0,39.0,individual,flexible,high,Healthcare & Life Sciences
U00609,Rahul Khan,26.0,Undergraduate,Economics,3 years,3.0,4.0,2.0,5.0,2.0,4.0,3.0,3.0,3.0,2.0,0.0,57.0,78.0,31.0,0.0,26.0,collaborative,flexible,medium,Finance & Economics
U00610,Priya Brown,21.0,Graduate,Design,2 years,4.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,5.0,3.0,2.0,37.0,47.0,79.0,56.0,50.0,individual,flexible,high,Design & Creative Media
U00611,Neha Iyer,18.0,Undergraduate,,0 years,3.0,4.0,3.0,,4.0,1.0,,3.0,3.0,3.0,2.0,30.0,,,44.0,62.0,individual,flexible,high,Education & Social Impact
U00612,John Nair,26.0,Undergraduate,Design,1 years,2.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,78.0,38.0,27.0,54.0,46.0,individual,flexible,low,Technology & Engineering
U00613,John Das,23.0,Graduate,Business,1 years,2.0,5.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,1.0,3.0,62.0,58.0,60.0,14.0,59.0,individual,structured,medium,Entrepreneurship & Freelance
U00614,John Brown,21.0,Graduate,Design,1 years,3.0,4.0,3.0,3.0,2.0,1.0,2.0,4.0,3.0,3.0,4.0,49.0,73.0,51.0,61.0,19.0,individual,flexible,medium,Finance & Economics
U00615,,25.0,Graduate,IT,2 years,4.0,3.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,4.0,,76.0,37.0,39.0,62.0,51.0,collaborative,flexible,low,Technology & Engineering
U00616,Daniel Sharma,21.0,Graduate,Biology,0 years,2.0,4.0,2.0,4.0,2.0,0.0,0.0,4.0,4.0,4.0,3.0,30.0,53.0,84.0,43.0,44.0,individual,flexible,low,Design & Creative Media
U00617,Joseph Brown,18.0,Undergraduate,Psychology,0 years,4.0,4.0,2.0,4.0,2.0,3.0,1.0,3.0,4.0,2.0,3.0,50.0,55.0,57.0,50.0,16.0,individual,structured,high,Entrepreneurship & Freelance
U00618,Anika Wilson,25.0,High School,Biology,1 years,3.0,2.0,2.0,4.0,3.0,1.0,1.0,3.0,4.0,2.0,4.0,44.0,54.0,45.0,49.0,49.0,individual,flexible,high,Education & Social Impact
U00619,Rahul Singh,27.0,,Computer Science,,2.0,2.0,2.0,4.0,1.0,,,4.0,4.0,1.0,2.0,28.0,39.0,33.0,22.0,,collaborative,flexible,high,Healthcare & Life Sciences
U00620,Sara Wilson,20.0,Undergraduate,Psychology,2 years,5.0,4.0,2.0,4.0,1.0,2.0,1.0,2.0,2.0,0.0,1.0,51.0,40.0,33.0,49.0,72.0,individual,structured,medium,Healthcare & Life Sciences
U00621,Anika Das,27.0,Undergraduate,Biology,1 years,2.0,5.0,5.0,4.0,1.0,4.0,3.0,2.0,4.0,3.0,1.0,76.0,46.0,40.0,43.0,59.0,individual,flexible,high,Technology & Engineering
,Amit Patel,22.0,,Design,2 years,1.0,3.0,3.0,3.0,,,3.0,3.0,4.0,1.0,2.0,32.0,,,34.0,57.0,collaborative,flexible,high,Design & Creative Media
U00623,Daniel Das,18.0,High School,Design,0 years,4.0,3.0,3.0,2.0,2.0,1.0,3.0,2.0,4.0,2.0,3.0,56.0,54.0,34.0,50.0,53.0,individual,flexible,medium,Healthcare & Life Sciences
U00624,Daniel Sharma,25.0,High School,Psychology,3 years,5.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,,0.0,5.0,70.0,72.0,30.0,44.0,36.0,collaborative,flexible,medium,Finance & Economics
